camNum	frameNum	sysClock	buffer
1	1	7	1
1	2	14	1
1	3	62	1
1	4	109	1
1	5	159	1
1	6	211	1
1	7	260	1
1	8	308	1
1	9	360	1
1	10	410	1
1	11	461	1
1	12	510	1
1	13	563	1
1	14	610	1
1	15	661	1
1	16	709	1
1	17	761	1
1	18	809	1
1	19	862	1
1	20	910	1
1	21	962	1
1	22	1011	1
1	23	1060	1
1	24	1111	1
1	25	1161	1
1	26	1210	1
1	27	1262	1
1	28	1311	1
1	29	1367	1
1	30	1411	1
1	31	1461	1
1	32	1510	1
1	33	1561	1
1	34	1611	1
1	35	1662	1
1	36	1716	1
1	37	1762	1
1	38	1812	1
1	39	1863	1
1	40	1911	1
1	41	1962	1
1	42	2010	1
1	43	2061	1
1	44	2110	1
1	45	2162	1
1	46	2211	1
1	47	2262	1
1	48	2313	1
1	49	2365	1
1	50	2411	1
1	51	2462	1
1	52	2511	1
1	53	2562	1
1	54	2614	1
1	55	2662	1
1	56	2711	1
1	57	2762	1
1	58	2812	1
1	59	2862	1
1	60	2912	1
1	61	2962	1
1	62	3013	1
1	63	3063	1
1	64	3111	1
1	65	3162	1
1	66	3212	1
1	67	3262	1
1	68	3312	1
1	69	3363	1
1	70	3412	1
1	71	3463	1
1	72	3511	1
1	73	3563	1
1	74	3614	1
1	75	3663	1
1	76	3713	1
1	77	3764	1
1	78	3814	1
1	79	3864	1
1	80	3913	1
1	81	3963	1
1	82	4015	1
1	83	4063	1
1	84	4114	1
1	85	4162	1
1	86	4216	1
1	87	4264	1
1	88	4314	1
1	89	4365	1
1	90	4424	1
1	91	4470	1
1	92	4521	1
1	93	4567	1
1	94	4614	1
1	95	4666	1
1	96	4714	1
1	97	4763	1
1	98	4814	1
1	99	4863	1
1	100	4914	1
1	101	4962	1
1	102	5012	1
1	103	5063	1
1	104	5112	1
1	105	5163	1
1	106	5214	1
1	107	5263	1
1	108	5313	1
1	109	5363	1
1	110	5412	1
1	111	5464	1
1	112	5513	1
1	113	5563	1
1	114	5613	1
1	115	5664	1
1	116	5713	1
1	117	5763	1
1	118	5813	1
1	119	5864	1
1	120	5913	1
1	121	5963	1
1	122	6014	1
1	123	6063	1
1	124	6116	1
1	125	6165	1
1	126	6217	1
1	127	6265	1
1	128	6313	1
1	129	6365	1
1	130	6413	1
1	131	6464	1
1	132	6516	1
1	133	6575	1
1	134	6618	1
1	135	6664	1
1	136	6715	1
1	137	6765	1
1	138	6816	1
1	139	6865	1
1	140	6915	1
1	141	6964	1
1	142	7020	1
1	143	7066	1
1	144	7116	1
1	145	7165	1
1	146	7216	1
1	147	7265	1
1	148	7316	1
1	149	7365	1
1	150	7416	1
1	151	7467	1
1	152	7515	1
1	153	7565	1
1	154	7616	1
1	155	7664	1
1	156	7718	1
1	157	7767	1
1	158	7818	1
1	159	7867	1
1	160	7915	1
1	161	7965	1
1	162	8016	1
1	163	8066	1
1	164	8117	1
1	165	8165	1
1	166	8218	1
1	167	8265	1
1	168	8315	1
1	169	8367	1
1	170	8415	1
1	171	8465	1
1	172	8516	1
1	173	8567	1
1	174	8618	1
1	175	8666	1
1	176	8714	1
1	177	8766	1
1	178	8815	1
1	179	8865	1
1	180	8915	1
1	181	8965	1
1	182	9014	1
1	183	9065	1
1	184	9115	1
1	185	9164	1
1	186	9214	1
1	187	9265	1
1	188	9315	1
1	189	9365	1
1	190	9414	1
1	191	9465	1
1	192	9514	1
1	193	9566	1
1	194	9615	1
1	195	9665	1
1	196	9715	1
1	197	9765	1
1	198	9815	1
1	199	9865	1
1	200	9914	1
1	201	9965	1
1	202	10021	1
1	203	10065	1
1	204	10116	1
1	205	10165	1
1	206	10215	1
1	207	10265	1
1	208	10316	1
1	209	10366	1
1	210	10415	1
1	211	10465	1
1	212	10517	1
1	213	10565	1
1	214	10616	1
1	215	10666	1
1	216	10716	1
1	217	10766	1
1	218	10816	1
1	219	10866	1
1	220	10915	1
1	221	10966	1
1	222	11015	1
1	223	11066	1
1	224	11116	1
1	225	11166	1
1	226	11217	1
1	227	11266	1
1	228	11316	1
1	229	11368	1
1	230	11416	1
1	231	11466	1
1	232	11516	1
1	233	11567	1
1	234	11617	1
1	235	11665	1
1	236	11716	1
1	237	11767	1
1	238	11817	1
1	239	11867	1
1	240	11916	1
1	241	11966	1
1	242	12017	1
1	243	12066	1
1	244	12117	1
1	245	12166	1
1	246	12216	1
1	247	12267	1
1	248	12317	1
1	249	12367	1
1	250	12417	1
1	251	12466	1
1	252	12517	1
1	253	12567	1
1	254	12617	1
1	255	12667	1
1	256	12717	1
1	257	12766	1
1	258	12818	1
1	259	12867	1
1	260	12916	1
1	261	12967	1
1	262	13021	1
1	263	13067	1
1	264	13117	1
1	265	13166	1
1	266	13217	1
1	267	13266	1
1	268	13317	1
1	269	13369	1
1	270	13418	1
1	271	13467	1
1	272	13518	1
1	273	13568	1
1	274	13617	1
1	275	13667	1
1	276	13719	1
1	277	13767	1
1	278	13818	1
1	279	13868	1
1	280	13917	1
1	281	13968	1
1	282	14017	1
1	283	14067	1
1	284	14118	1
1	285	14168	1
1	286	14223	1
1	287	14269	1
1	288	14318	1
1	289	14368	1
1	290	14418	1
1	291	14468	1
1	292	14518	1
1	293	14568	1
1	294	14618	1
1	295	14668	1
1	296	14717	1
1	297	14769	1
1	298	14819	1
1	299	14867	1
1	300	14918	1
1	301	14968	1
1	302	15019	1
1	303	15068	1
1	304	15127	1
1	305	15170	1
1	306	15218	1
1	307	15272	1
1	308	15319	1
1	309	15368	1
1	310	15421	1
1	311	15468	1
1	312	15519	1
1	313	15568	1
1	314	15618	1
1	315	15668	1
1	316	15718	1
1	317	15769	1
1	318	15820	1
1	319	15870	1
1	320	15918	1
1	321	15969	1
1	322	16022	1
1	323	16069	1
1	324	16119	1
1	325	16169	1
1	326	16223	1
1	327	16269	1
1	328	16319	1
1	329	16370	1
1	330	16421	1
1	331	16469	1
1	332	16519	1
1	333	16570	1
1	334	16619	1
1	335	16669	1
1	336	16719	1
1	337	16769	1
1	338	16820	1
1	339	16870	1
1	340	16920	1
1	341	16971	1
1	342	17020	1
1	343	17070	1
1	344	17119	1
1	345	17172	1
1	346	17219	1
1	347	17269	1
1	348	17320	1
1	349	17369	1
1	350	17420	1
1	351	17470	1
1	352	17520	1
1	353	17570	1
1	354	17619	1
1	355	17670	1
1	356	17720	1
1	357	17771	1
1	358	17821	1
1	359	17869	1
1	360	17920	1
1	361	17971	1
1	362	18020	1
1	363	18070	1
1	364	18119	1
1	365	18170	1
1	366	18221	1
1	367	18270	1
1	368	18321	1
1	369	18372	1
1	370	18421	1
1	371	18471	1
1	372	18520	1
1	373	18571	1
1	374	18621	1
1	375	18670	1
1	376	18720	1
1	377	18771	1
1	378	18822	1
1	379	18870	1
1	380	18920	1
1	381	18972	1
1	382	19021	1
1	383	19071	1
1	384	19122	1
1	385	19171	1
1	386	19221	1
1	387	19272	1
1	388	19322	1
1	389	19372	1
1	390	19422	1
1	391	19471	1
1	392	19522	1
1	393	19572	1
1	394	19621	1
1	395	19672	1
1	396	19722	1
1	397	19772	1
1	398	19823	1
1	399	19871	1
1	400	19922	1
1	401	19972	1
1	402	20023	1
1	403	20073	1
1	404	20121	1
1	405	20173	1
1	406	20223	1
1	407	20273	1
1	408	20321	1
1	409	20373	1
1	410	20424	1
1	411	20473	1
1	412	20523	1
1	413	20573	1
1	414	20622	1
1	415	20673	1
1	416	20721	1
1	417	20772	1
1	418	20825	1
1	419	20872	1
1	420	20923	1
1	421	20973	1
1	422	21024	1
1	423	21073	1
1	424	21122	1
1	425	21173	1
1	426	21223	1
1	427	21273	1
1	428	21323	1
1	429	21373	1
1	430	21422	1
1	431	21477	1
1	432	21523	1
1	433	21573	1
1	434	21627	1
1	435	21674	1
1	436	21723	1
1	437	21774	1
1	438	21823	1
1	439	21874	1
1	440	21923	1
1	441	21973	1
1	442	22027	1
1	443	22074	1
1	444	22122	1
1	445	22173	1
1	446	22223	1
1	447	22273	1
1	448	22324	1
1	449	22373	1
1	450	22427	1
1	451	22474	1
1	452	22523	1
1	453	22574	1
1	454	22622	1
1	455	22674	1
1	456	22723	1
1	457	22774	1
1	458	22824	1
1	459	22873	1
1	460	22923	1
1	461	22974	1
1	462	23024	1
1	463	23074	1
1	464	23123	1
1	465	23174	1
1	466	23226	1
1	467	23275	1
1	468	23325	1
1	469	23374	1
1	470	23423	1
1	471	23474	1
1	472	23524	1
1	473	23574	1
1	474	23627	1
1	475	23675	1
1	476	23723	1
1	477	23776	1
1	478	23824	1
1	479	23875	1
1	480	23924	1
1	481	23974	1
1	482	24026	1
1	483	24076	1
1	484	24124	1
1	485	24176	1
1	486	24225	1
1	487	24274	1
1	488	24325	1
1	489	24375	1
1	490	24426	1
1	491	24476	1
1	492	24525	1
1	493	24575	1
1	494	24624	1
1	495	24675	1
1	496	24724	1
1	497	24775	1
1	498	24828	1
1	499	24875	1
1	500	24925	1
1	501	24975	1
1	502	25025	1
1	503	25076	1
1	504	25124	1
1	505	25175	1
1	506	25229	1
1	507	25276	1
1	508	25325	1
1	509	25376	1
1	510	25424	1
1	511	25475	1
1	512	25525	1
1	513	25575	1
1	514	25628	1
1	515	25675	1
1	516	25725	1
1	517	25776	1
1	518	25825	1
1	519	25877	1
1	520	25926	1
1	521	25976	1
1	522	26028	1
1	523	26077	1
1	524	26125	1
1	525	26176	1
1	526	26226	1
1	527	26276	1
1	528	26325	1
1	529	26376	1
1	530	26427	1
1	531	26477	1
1	532	26525	1
1	533	26575	1
1	534	26625	1
1	535	26676	1
1	536	26726	1
1	537	26776	1
1	538	26826	1
1	539	26876	1
1	540	26926	1
1	541	26976	1
1	542	27026	1
1	543	27075	1
1	544	27125	1
1	545	27176	1
1	546	27230	1
1	547	27276	1
1	548	27325	1
1	549	27376	1
1	550	27426	1
1	551	27477	1
1	552	27527	1
1	553	27576	1
1	554	27627	1
1	555	27679	1
1	556	27727	1
1	557	27777	1
1	558	27826	1
1	559	27877	1
1	560	27927	1
1	561	27977	1
1	562	28031	1
1	563	28076	1
1	564	28126	1
1	565	28177	1
1	566	28227	1
1	567	28279	1
1	568	28327	1
1	569	28377	1
1	570	28428	1
1	571	28477	1
1	572	28527	1
1	573	28577	1
1	574	28627	1
1	575	28680	1
1	576	28727	1
1	577	28777	1
1	578	28830	1
1	579	28877	1
1	580	28927	1
1	581	28977	1
1	582	29027	1
1	583	29077	1
1	584	29127	1
1	585	29177	1
1	586	29227	1
1	587	29278	1
1	588	29327	1
1	589	29378	1
1	590	29428	1
1	591	29480	1
1	592	29528	1
1	593	29577	1
1	594	29629	1
1	595	29678	1
1	596	29727	1
1	597	29778	1
1	598	29827	1
1	599	29878	1
1	600	29928	1
1	601	29978	1
1	602	30028	1
1	603	30077	1
1	604	30127	1
1	605	30178	1
1	606	30228	1
1	607	30278	1
1	608	30328	1
1	609	30378	1
1	610	30428	1
1	611	30478	1
1	612	30528	1
1	613	30578	1
1	614	30628	1
1	615	30687	1
1	616	30728	1
1	617	30779	1
1	618	30828	1
1	619	30878	1
1	620	30928	1
1	621	30979	1
1	622	31029	1
1	623	31078	1
1	624	31129	1
1	625	31179	1
1	626	31229	1
1	627	31279	1
1	628	31328	1
1	629	31379	1
1	630	31429	1
1	631	31483	1
1	632	31529	1
1	633	31579	1
1	634	31628	1
1	635	31679	1
1	636	31729	1
1	637	31780	1
1	638	31829	1
1	639	31883	1
1	640	31930	1
1	641	31979	1
1	642	32029	1
1	643	32079	1
1	644	32129	1
1	645	32179	1
1	646	32229	1
1	647	32280	1
1	648	32330	1
1	649	32379	1
1	650	32430	1
1	651	32480	1
1	652	32530	1
1	653	32579	1
1	654	32630	1
1	655	32681	1
1	656	32730	1
1	657	32780	1
1	658	32829	1
1	659	32880	1
1	660	32930	1
1	661	32980	1
1	662	33030	1
1	663	33081	1
1	664	33130	1
1	665	33180	1
1	666	33230	1
1	667	33284	1
1	668	33329	1
1	669	33380	1
1	670	33430	1
1	671	33484	1
1	672	33530	1
1	673	33580	1
1	674	33630	1
1	675	33681	1
1	676	33730	1
1	677	33783	1
1	678	33830	1
1	679	33885	1
1	680	33930	1
1	681	33981	1
1	682	34030	1
1	683	34083	1
1	684	34130	1
1	685	34180	1
1	686	34231	1
1	687	34284	1
1	688	34331	1
1	689	34381	1
1	690	34430	1
1	691	34484	1
1	692	34530	1
1	693	34581	1
1	694	34631	1
1	695	34685	1
1	696	34732	1
1	697	34780	1
1	698	34831	1
1	699	34883	1
1	700	34931	1
1	701	34982	1
1	702	35032	1
1	703	35083	1
1	704	35132	1
1	705	35181	1
1	706	35232	1
1	707	35283	1
1	708	35331	1
1	709	35382	1
1	710	35432	1
1	711	35483	1
1	712	35533	1
1	713	35581	1
1	714	35631	1
1	715	35682	1
1	716	35732	1
1	717	35782	1
1	718	35832	1
1	719	35884	1
1	720	35932	1
1	721	35982	1
1	722	36032	1
1	723	36082	1
1	724	36132	1
1	725	36182	1
1	726	36233	1
1	727	36283	1
1	728	36332	1
1	729	36382	1
1	730	36433	1
1	731	36483	1
1	732	36533	1
1	733	36583	1
1	734	36633	1
1	735	36685	1
1	736	36733	1
1	737	36783	1
1	738	36833	1
1	739	36883	1
1	740	36933	1
1	741	36984	1
1	742	37034	1
1	743	37084	1
1	744	37134	1
1	745	37183	1
1	746	37233	1
1	747	37283	1
1	748	37333	1
1	749	37383	1
1	750	37433	1
1	751	37484	1
1	752	37533	1
1	753	37583	1
1	754	37634	1
1	755	37684	1
1	756	37734	1
1	757	37784	1
1	758	37834	1
1	759	37883	1
1	760	37937	1
1	761	37983	1
1	762	38034	1
1	763	38083	1
1	764	38134	1
1	765	38184	1
1	766	38234	1
1	767	38283	1
1	768	38333	1
1	769	38395	1
1	770	38435	1
1	771	38484	1
1	772	38533	1
1	773	38584	1
1	774	38635	1
1	775	38685	1
1	776	38734	1
1	777	38783	1
1	778	38835	1
1	779	38884	1
1	780	38935	1
1	781	38985	1
1	782	39034	1
1	783	39084	1
1	784	39136	1
1	785	39185	1
1	786	39235	1
1	787	39285	1
1	788	39334	1
1	789	39384	1
1	790	39435	1
1	791	39485	1
1	792	39535	1
1	793	39584	1
1	794	39635	1
