camNum	frameNum	sysClock	buffer
0	1	7	1
0	2	23	1
0	3	74	1
0	4	124	1
0	5	173	1
0	6	224	1
0	7	274	1
0	8	324	1
0	9	374	1
0	10	423	1
0	11	473	1
0	12	524	1
0	13	574	1
0	14	624	1
0	15	674	1
0	16	724	1
0	17	774	1
0	18	824	1
0	19	875	1
0	20	924	1
0	21	974	1
0	22	1024	1
0	23	1075	1
0	24	1125	1
0	25	1174	1
0	26	1224	1
0	27	1274	1
0	28	1324	1
0	29	1375	1
0	30	1426	1
0	31	1475	1
0	32	1525	1
0	33	1575	1
0	34	1626	1
0	35	1674	1
0	36	1724	1
0	37	1775	1
0	38	1824	1
0	39	1875	1
0	40	1924	1
0	41	1975	1
0	42	2024	1
0	43	2075	1
0	44	2125	1
0	45	2175	1
0	46	2225	1
0	47	2275	1
0	48	2325	1
0	49	2375	1
0	50	2424	1
0	51	2475	1
0	52	2525	1
0	53	2576	1
0	54	2625	1
0	55	2675	1
0	56	2725	1
0	57	2775	1
0	58	2825	1
0	59	2875	1
0	60	2925	1
0	61	2975	1
0	62	3026	1
0	63	3075	1
0	64	3126	1
0	65	3175	1
0	66	3225	1
0	67	3275	1
0	68	3326	1
0	69	3375	1
0	70	3425	1
0	71	3475	1
0	72	3526	1
0	73	3575	1
0	74	3626	1
0	75	3675	1
0	76	3725	1
0	77	3776	1
0	78	3826	1
0	79	3876	1
0	80	3925	1
0	81	3976	1
0	82	4026	1
0	83	4076	1
0	84	4126	1
0	85	4175	1
0	86	4226	1
0	87	4276	1
0	88	4326	1
0	89	4377	1
0	90	4426	1
0	91	4476	1
0	92	4527	1
0	93	4576	1
0	94	4627	1
0	95	4676	1
0	96	4727	1
0	97	4776	1
0	98	4826	1
0	99	4876	1
0	100	4926	1
0	101	4977	1
0	102	5026	1
0	103	5077	1
0	104	5128	1
0	105	5177	1
0	106	5227	1
0	107	5277	1
0	108	5328	1
0	109	5377	1
0	110	5426	1
0	111	5477	1
0	112	5527	1
0	113	5577	1
0	114	5628	1
0	115	5677	1
0	116	5727	1
0	117	5777	1
0	118	5828	1
0	119	5877	1
0	120	5927	1
0	121	5977	1
0	122	6028	1
0	123	6078	1
0	124	6127	1
0	125	6177	1
0	126	6228	1
0	127	6277	1
0	128	6327	1
0	129	6378	1
0	130	6427	1
0	131	6478	1
0	132	6528	1
0	133	6578	1
0	134	6628	1
0	135	6677	1
0	136	6728	1
0	137	6778	1
0	138	6828	1
0	139	6878	1
0	140	6928	1
0	141	6978	1
0	142	7028	1
0	143	7078	1
0	144	7128	1
0	145	7177	1
0	146	7227	1
0	147	7278	1
0	148	7328	1
0	149	7378	1
0	150	7428	1
0	151	7478	1
0	152	7528	1
0	153	7578	1
0	154	7629	1
0	155	7678	1
0	156	7728	1
0	157	7779	1
0	158	7829	1
0	159	7879	1
0	160	7928	1
0	161	7979	1
0	162	8029	1
0	163	8079	1
0	164	8129	1
0	165	8178	1
0	166	8228	1
0	167	8279	1
0	168	8329	1
0	169	8379	1
0	170	8428	1
0	171	8479	1
0	172	8529	1
0	173	8579	1
0	174	8629	1
0	175	8678	1
0	176	8729	1
0	177	8779	1
0	178	8829	1
0	179	8880	1
0	180	8929	1
0	181	8979	1
0	182	9029	1
0	183	9079	1
0	184	9130	1
0	185	9180	1
0	186	9229	1
0	187	9279	1
0	188	9330	1
0	189	9380	1
0	190	9430	1
0	191	9479	1
0	192	9530	1
0	193	9580	1
0	194	9630	1
0	195	9680	1
0	196	9729	1
0	197	9780	1
0	198	9830	1
0	199	9880	1
0	200	9930	1
0	201	9980	1
0	202	10030	1
0	203	10080	1
0	204	10130	1
0	205	10180	1
0	206	10230	1
0	207	10280	1
0	208	10331	1
0	209	10379	1
0	210	10430	1
0	211	10480	1
0	212	10531	1
0	213	10580	1
0	214	10631	1
0	215	10682	1
0	216	10730	1
0	217	10780	1
0	218	10831	1
0	219	10880	1
0	220	10930	1
0	221	10981	1
0	222	11031	1
0	223	11081	1
0	224	11131	1
0	225	11181	1
0	226	11231	1
0	227	11282	1
0	228	11331	1
0	229	11382	1
0	230	11431	1
0	231	11482	1
0	232	11531	1
0	233	11582	1
0	234	11631	1
0	235	11681	1
0	236	11732	1
0	237	11782	1
0	238	11831	1
0	239	11881	1
0	240	11932	1
0	241	11981	1
0	242	12032	1
0	243	12082	1
0	244	12132	1
0	245	12181	1
0	246	12232	1
0	247	12282	1
0	248	12332	1
0	249	12382	1
0	250	12431	1
0	251	12482	1
0	252	12532	1
0	253	12583	1
0	254	12632	1
0	255	12682	1
0	256	12732	1
0	257	12782	1
0	258	12832	1
0	259	12881	1
0	260	12931	1
0	261	12982	1
0	262	13032	1
0	263	13082	1
0	264	13131	1
0	265	13182	1
0	266	13232	1
0	267	13282	1
0	268	13333	1
0	269	13382	1
0	270	13432	1
0	271	13482	1
0	272	13533	1
0	273	13583	1
0	274	13632	1
0	275	13682	1
0	276	13732	1
0	277	13783	1
0	278	13833	1
0	279	13882	1
0	280	13933	1
0	281	13983	1
0	282	14033	1
0	283	14083	1
0	284	14132	1
0	285	14182	1
0	286	14233	1
0	287	14283	1
0	288	14334	1
0	289	14383	1
0	290	14433	1
0	291	14483	1
0	292	14533	1
0	293	14584	1
0	294	14633	1
0	295	14683	1
0	296	14733	1
0	297	14783	1
0	298	14834	1
0	299	14883	1
0	300	14933	1
0	301	14983	1
0	302	15034	1
0	303	15084	1
0	304	15133	1
0	305	15183	1
0	306	15233	1
0	307	15283	1
0	308	15334	1
0	309	15383	1
0	310	15433	1
0	311	15483	1
0	312	15533	1
0	313	15584	1
0	314	15633	1
0	315	15684	1
0	316	15735	1
0	317	15784	1
0	318	15835	1
0	319	15883	1
0	320	15933	1
0	321	15983	1
0	322	16034	1
0	323	16084	1
0	324	16134	1
0	325	16184	1
0	326	16234	1
0	327	16284	1
0	328	16334	1
0	329	16384	1
0	330	16434	1
0	331	16484	1
0	332	16534	1
0	333	16585	1
0	334	16633	1
0	335	16684	1
0	336	16734	1
0	337	16784	1
0	338	16835	1
0	339	16884	1
0	340	16934	1
